"","Broad grouping","Scientific_Name","Common_Name","CalCOFI sampled species","Federal Fished Species","Federal Marine Mammal Species","Threatened & Endangered Species","State Commercial Species","State Rec Species"
"1115","Algae/Phytoplankton","Actinoptychus senarius",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1116","Algae/Phytoplankton","Actinoptychus, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1117","Algae/Phytoplankton","pennate sp  4",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1118","Inverts/Zooplankton","Aetideus divergens",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1119","Algae/Phytoplankton","pennate sp  6",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1120","Algae/Phytoplankton","Algirosphaera spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1121","Algae/Phytoplankton","Amphidoma nucula",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1122","Inverts/Zooplankton","Amphipoda Gammaridea",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1123","Inverts/Zooplankton","Amphipoda Hyperiidea",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1124","Algae/Phytoplankton","Amphiprora spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1125","Algae/Phytoplankton","Phaeocystis cf pouchetti",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1126","Algae/Phytoplankton","Glenodinium sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1127",NA,"Photonectes spp.",NA,NA,NA,NA,NA,NA,NA
"1128","Inverts/Zooplankton","Appendicularia",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1129",NA,"Argyropelecus spp.",NA,NA,NA,NA,NA,NA,NA
"1130",NA,"Artedius spp.",NA,NA,NA,NA,NA,NA,NA
"1131","Algae/Phytoplankton","Asterionellopsis glacialis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1132","Algae/Phytoplankton","Asterolampra marylandica",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1133","Algae/Phytoplankton","Asteromphalus heptactis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1134","Algae/Phytoplankton","Prorocentrum obtusidiens",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1135","Inverts/Zooplankton","Ritteriella amboinensis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1136","Inverts/Zooplankton","Atlanta spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1137","Algae/Phytoplankton","Attheya septentrionalis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1138","Algae/Phytoplankton","Azpeitia africana",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1139","Algae/Phytoplankton","Azpeitia neocrenulatus + A  tabularis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1140","Algae/Phytoplankton","Bacteriastrum biconicum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1141","Algae/Phytoplankton","Bacteriastrum comosum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1142","Algae/Phytoplankton","Bacteriastrum delicatulum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1143","Algae/Phytoplankton","Bacteriastrum elegans",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1144","Algae/Phytoplankton","Bacteriastrum elongatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1145","Algae/Phytoplankton","Bacteriastrum hyalinum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1146","Algae/Phytoplankton","Bacteriastrum mediterraneum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1147","Algae/Phytoplankton","Bacteriastrum, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1148","Algae/Phytoplankton","Pontosphaera sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1149",NA,"Blennioidei",NA,NA,NA,NA,NA,NA,NA
"1150",NA,"Poromitra spp.",NA,NA,NA,NA,NA,NA,NA
"1151","Algae/Phytoplankton","Porosira spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1152","Algae/Phytoplankton","Brachydinium capitatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1153","Algae/Phytoplankton","Brachydinium sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1154","Algae/Phytoplankton","Cylindrotheca closterium",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1155","Inverts/Zooplankton","Calanus pacificus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1156","Algae/Phytoplankton","Calcidiscus leptoporus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1157","Algae/Phytoplankton","Calciosolenia murrayi",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1158","Algae/Phytoplankton","Prorocentrum cf minimum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1159","Algae/Phytoplankton","Calyptrolithophora gracillima",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1160","Algae/Phytoplankton","Calyptrolithophora hasleana",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1161","Algae/Phytoplankton","Calyptrolithophora sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1162","Algae/Phytoplankton","Calyptrosphaera spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1163","Inverts/Zooplankton","Candacia aethiopica",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1164","Inverts/Zooplankton","Candacia bipinnata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1165","Inverts/Zooplankton","Candacia curta",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1166","Algae/Phytoplankton","Caneosphaera molischii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1167","Algae/Phytoplankton","Centrodinium spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1168","Algae/Phytoplankton","Cerataulina pelagica",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1169","Algae/Phytoplankton","Protoperidinium cf orientale",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1170","Algae/Phytoplankton","Ceratium arietinum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1171","Algae/Phytoplankton","Ceratium azoricum + C  petersii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1172","Algae/Phytoplankton","Protoperidinium granii + P  pacificum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1173","Algae/Phytoplankton","Ceratium breve",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1174","Algae/Phytoplankton","Ceratium candelabrum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1175","Algae/Phytoplankton","Ceratium carriense",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1176","Algae/Phytoplankton","Ceratium concilians",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1177","Algae/Phytoplankton","Protoperidinium, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1178","Algae/Phytoplankton","Ceratium divaricatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1179","Algae/Phytoplankton","Ceratium falcatiformis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1180","Inverts/Zooplankton","Neocalanus plumchrus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1181","Inverts/Zooplankton","Neocalanus robustior",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1182","Algae/Phytoplankton","Torodinium spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1183","Algae/Phytoplankton","Ceratium horridum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1184","Algae/Phytoplankton","Ceratium koifodii + C  boehmii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1185","Algae/Phytoplankton","Pterosperma cf polygonum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1186","Algae/Phytoplankton","Peridinium minusculum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1187","Algae/Phytoplankton","Ceratium massiliense",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1188","Algae/Phytoplankton","Pterosperma sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1189","Algae/Phytoplankton","Ceratium pentagonum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1190","Algae/Phytoplankton","Ceratium teres",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1191","Algae/Phytoplankton","Ceratium tricoceros + C  contrarium",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1192","Algae/Phytoplankton","Ceratium tripos",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1193","Algae/Phytoplankton","Ceratium, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1194","Algae/Phytoplankton","Ceratocorys armata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1195","Inverts/Zooplankton","Siphonophor",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1196","Algae/Phytoplankton","Ceratolithus cristatus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1197","Algae/Phytoplankton","Chaetoceros aequatorialis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1198",NA,"Eutaeniophorus spp.",NA,NA,NA,NA,NA,NA,NA
"1199","Algae/Phytoplankton","Florisphaera profunda",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1200","Algae/Phytoplankton","Chaetoceros atlanticus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1201","Algae/Phytoplankton","Chaetoceros bacteriastroides",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1202","Algae/Phytoplankton","Chaetoceros bacteriastroides var a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1203","Algae/Phytoplankton","Fragilariopsis sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1204","Algae/Phytoplankton","Rhizosolenia hebetata f  hebetata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1205","Algae/Phytoplankton","Chaetoceros cf  vistulae",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1206","Algae/Phytoplankton","Chaetoceros cf pendulus + ""fine aequatorialis"")",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1207","Inverts/Zooplankton","Gaussia princeps",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1208","Algae/Phytoplankton","Chaetoceros compressus spore",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1209","Algae/Phytoplankton","Richelia intracellularis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1210","Algae/Phytoplankton","Chaetoceros constrictus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1211","Inverts/Zooplankton","Ritteriella picteti",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1212","Algae/Phytoplankton","Chaetoceros curvisetus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1213","Algae/Phytoplankton","Chaetoceros dadayi",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1214","Algae/Phytoplankton","Roperia tesselata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1215","Algae/Phytoplankton","Chaetoceros debilis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1216","Algae/Phytoplankton","Gonyaulax cf  scrippsae",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1217","Algae/Phytoplankton","Oxytoxum curvatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1218","Algae/Phytoplankton","Chaetoceros diadema",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1219","Algae/Phytoplankton","Gonyaulax digitale",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1220","Algae/Phytoplankton","Thalassiosira subtilis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1221","Algae/Phytoplankton","Chaetoceros gracilis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1222","Algae/Phytoplankton","Gonyaulax turbynei",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1223","Algae/Phytoplankton","Chaetoceros lorenzianus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1224","Algae/Phytoplankton","Oxytoxum turbo",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1225","Algae/Phytoplankton","Syracosphaera sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1226","Algae/Phytoplankton","Chaetoceros radicans",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1227","Algae/Phytoplankton","Thalassiosira allenii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1228","Algae/Phytoplankton","Chaetoceros seychellarum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1229","Algae/Phytoplankton","Thalassiosira anguste-lineata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1230","Algae/Phytoplankton","Chaetoceros teres",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1231","Algae/Phytoplankton","Chaetoceros tetrastichon",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1232","Algae/Phytoplankton","Chaetoceros, undistiguished spores",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1233","Algae/Phytoplankton","Thalassiosira lineata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1234","Algae/Phytoplankton","Chaetoceros, undistiguished spp  (Phaeoceros)",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1235","Inverts/Zooplankton","Chaetognatha",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1236","Algae/Phytoplankton","Cladiopyxis brachiolata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1237","Algae/Phytoplankton","Cladiopyxis setifera",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1238","Algae/Phytoplankton","Climacodium biconcavum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1239",NA,"Clupeiformes",NA,NA,NA,NA,NA,NA,NA
"1240","Algae/Phytoplankton","coccolithophore sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1241","Algae/Phytoplankton","coccolithophore sp  2",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1242","Inverts/Zooplankton","Sergestes similis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1243","Inverts/Zooplankton","Sergestes spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1244","Inverts/Zooplankton","Sergia spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1245","Algae/Phytoplankton","Cochlodinium catenatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1246","Algae/Phytoplankton","Nitzschia cf americana - in chains",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1247","Inverts/Zooplankton","Copepoda",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1248","Inverts/Zooplankton","Copepoda other calanoids",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1249","Algae/Phytoplankton","Corethron criophilum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1250","Algae/Phytoplankton","Corisphaera sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1251","Algae/Phytoplankton","Coronosphaera mediterranea + C  binodata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1252","Algae/Phytoplankton","Thalassionema frauenfeldii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1253","Algae/Phytoplankton","Thalassiothrix longissima",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1254","Algae/Phytoplankton","Corythodinium elegans + C  tesselatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1255","Algae/Phytoplankton","Umbellosphaera irregularis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1256","Algae/Phytoplankton","Syracolithus cf  quadiperforatus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1257","Bacterioplankton","Synechococcus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1258","Algae/Phytoplankton","Coscinodiscus granii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1259","Algae/Phytoplankton","Coscinodiscus marginatus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1260","Algae/Phytoplankton","Coscinodiscus oculis-iridis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1261","Algae/Phytoplankton","Coscinodiscus perforatus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1262","Algae/Phytoplankton","Coscinodiscus radiatus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1263","Algae/Phytoplankton","Coscinodiscus wailesii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1264","Algae/Phytoplankton","Umbilicosphaera hulburtiana",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1265","Algae/Phytoplankton","Crystallolithus sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1266","Algae/Phytoplankton","Crystallolithus sp  b",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1267","Fish","Zoarcoidei",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1268",NA,"Cubiceps baxteri",NA,NA,NA,NA,NA,NA,NA
"1269","Inverts/Zooplankton","Cyclosalpa affinis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1270","Inverts/Zooplankton","Cyclosalpa bakeri",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1271","Inverts/Zooplankton","Cyclosalpa pinnata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1272","Inverts/Zooplankton","Cyclosalpa quadriluminis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1273","Inverts/Zooplankton","Cyclosalpa spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1274",NA,"Cyclothone spp.",NA,NA,NA,NA,NA,NA,NA
"1275","Inverts/Zooplankton","Lucicutia flavicornis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1276","Algae/Phytoplankton","Dactyliosolen blavyanus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1277","Algae/Phytoplankton","Dactyliosolen fragilissimus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1278","Algae/Phytoplankton","Dactyliosolen phuketensis + Guinardia striata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1279","Algae/Phytoplankton","Danasphaera indica",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1280","Algae/Phytoplankton","Detonula pumila",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1281",NA,"Melamphaes simus",NA,NA,NA,NA,NA,NA,NA
"1282","Algae/Phytoplankton","Deutschlandia sp  a",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1283","Algae/Phytoplankton","Dictyocha fibula",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1284","Algae/Phytoplankton","Dictyocha speculum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1285","Algae/Phytoplankton","Dinophysis acuminata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1286","Algae/Phytoplankton","Dinophysis acuta",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1287","Algae/Phytoplankton","Dinophysis caudata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1288","Algae/Phytoplankton","Dinophysis cf  cuneus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1289","Algae/Phytoplankton","Dinophysis cf  mucronata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1290","Algae/Phytoplankton","Dinophysis cf  rotundata",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1291","Algae/Phytoplankton","Dinophysis fortii + D  ovum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1292","Algae/Phytoplankton","Dinophysis micropterigera + D  brevisulcus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1293","Algae/Phytoplankton","Dinophysis parva + D  exigua + D  infundibula",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1294","Algae/Phytoplankton","Dinophysis sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1295","Algae/Phytoplankton","Dinophysis tripos",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1296","Algae/Phytoplankton","Dinophysis, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1297","Algae/Phytoplankton","Protoperidinium simulum + P  globulus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1298",NA,"Diplophos taenia",NA,NA,NA,NA,NA,NA,NA
"1299","Algae/Phytoplankton","Discosphaera tubifer",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1300",NA,"Disintegrated fish larvae",NA,NA,NA,NA,NA,NA,NA
"1301","Fish","Pseudobathylagus milleri",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1302","Inverts/Zooplankton","Thysanoessa spinifera",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1303","Inverts/Zooplankton","Dolioletta gegenbauri",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1304","Algae/Phytoplankton","Oxytoxum sphaeroideum + O  ovale",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1305",NA,"Dolopichthys spp.",NA,NA,NA,NA,NA,NA,NA
"1306","Algae/Phytoplankton","Emiliania huxleyi",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1307","Algae/Phytoplankton","Nitzschia cf  bicapitata type",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1308","Algae/Phytoplankton","Erithropsidinium sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1309","Inverts/Zooplankton","Eucalanus californicus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1310","Algae/Phytoplankton","Nitzschia cf  longissima",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1311","Algae/Phytoplankton","Nitzschia cf americana - single cells",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1312","Algae/Phytoplankton","Nitzschia cf braarudii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1313","Algae/Phytoplankton","Nitzschia cf tenuirostris",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1314","Inverts/Zooplankton","Euchaeta rimana",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1315","Algae/Phytoplankton","Nitzschia marina",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1316","Inverts/Zooplankton","Euchirella pulchra",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1317","Inverts/Zooplankton","Euphausia pacifica",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1318","Algae/Phytoplankton","Skeletonema costatum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1319","Algae/Phytoplankton","Noctiluca scintillans",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1320","Algae/Phytoplankton","Rhabdosphaera claviger",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1321","Algae/Phytoplankton","Rhabdosphaera longistylus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1322","Algae/Phytoplankton","Fragilariopsis doliolus",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1323","Algae/Phytoplankton","Odontella, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1324",NA,"Oligocottus spp.",NA,NA,NA,NA,NA,NA,NA
"1325","Algae/Phytoplankton","Heterodinium cf minutum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1326","Inverts/Zooplankton","Pleuromamma xiphias",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1327","Fish","Ophidiiformes",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1328","Algae/Phytoplankton","Rhizosolenia setigera",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1329","Algae/Phytoplankton","Phaeocystis sp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1330","Algae/Phytoplankton","Rhizosolenia, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1331","Algae/Phytoplankton","Gephyrocapsa, undistiguished spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1332",NA,"Gibbonsia spp.",NA,NA,NA,NA,NA,NA,NA
"1333","Algae/Phytoplankton","Glenodinium danicum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1334","Algae/Phytoplankton","Podolampas palmipes",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1335","Algae/Phytoplankton","Podolampas spinifer",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1336","Inverts/Zooplankton","Pyrosoma spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1337","Algae/Phytoplankton","Oxytoxum cf variabile-like",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1338","Inverts/Zooplankton","Salpa fusiformis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1339","Algae/Phytoplankton","Gonyaulax diegensis",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1340","Algae/Phytoplankton","Prorocentrum micans",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1341","Fish","Lampridiformes",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1342","Algae/Phytoplankton","Oxytoxum parvum + O  sceptrum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1343","Algae/Phytoplankton","Oxytoxum scolopax",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1344",NA,"Leptocephalus giganteus",NA,NA,NA,NA,NA,NA,NA
"1345","Fish","Sebastes",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1346","Algae/Phytoplankton","Syracosphaera pulchroides",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1347","Algae/Phytoplankton","Guinardia flaccida",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1348","Algae/Phytoplankton","Gyrosigma cf spenserii",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1349","Fish","Paralabrax",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1350","Algae/Phytoplankton","Lingulodinium polyedrum",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
"1351","Algae/Phytoplankton","Halopappus spp",NA,"Species sampled by CalCOFI",NA,NA,NA,NA,NA
